customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Has_Internet_Service,gender_Female,gender_Male,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_outlier,MonthlyCharges_outlier,TotalCharges_outlier
3638-WEABW,0,1,0,0.8028169014084507,1,1,0,1,0,1,0,0,1,0.42604863444608443,0.4346915261338641,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
6322-HRPFA,0,1,1,0.676056338028169,1,0,1,1,0,1,0,0,0,0.4229082268211748,0.3679789712051156,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
6865-JZNKO,0,0,0,0.4084507042253521,1,0,1,1,0,0,0,0,1,0.3778957175308021,0.1884162065370822,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
6467-CHFZW,0,1,1,0.647887323943662,1,1,0,1,0,0,1,1,1,0.8390122371217118,0.5898138033887483,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
8665-UTDHZ,0,1,1,0.0,0,0,0,1,0,0,0,0,0,0.1151482795800228,0.0013716600078808104,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
5248-YGIJN,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0.7437532058327838,0.7918219136402859,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
8773-HHUOZ,0,0,1,0.22535211267605634,1,0,0,0,0,0,1,1,1,0.47629515644463993,0.1339238953149082,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
3841-NFECX,1,1,0,0.9859154929577465,1,1,1,1,1,1,0,0,1,0.8076081608726146,0.8413263702883478,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
4929-XIHVW,1,1,0,0.014084507042253521,1,0,0,0,1,0,1,1,1,0.7987103392687037,0.020200811025153753,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
6827-IEAUQ,0,1,1,0.36619718309859156,1,0,1,1,1,1,0,0,0,0.49147379329837015,0.23131175587444572,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
7310-EGVHZ,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.010468025416365712,0.00012469636435280106,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3413-BMNZE,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0.2726920620963268,0.003242105473172824,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
6234-RAAPL,0,1,1,1.0,1,1,1,1,0,1,1,0,0,0.8447696511007129,0.9018041069994562,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
6047-YHPVI,0,0,0,0.056338028169014086,1,0,0,0,0,0,0,0,1,0.5286352835264685,0.03703482021278187,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
6572-ADKRS,0,0,0,0.6338028169014085,1,0,0,0,1,0,0,0,1,0.5820222131499335,0.4400534698010345,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
5380-WJKOV,0,0,0,0.46478873239436624,1,1,0,1,1,0,1,1,1,0.9122884150362717,0.4401781661653873,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
8168-UQWWF,0,0,0,0.14084507042253522,1,1,0,0,1,0,1,1,1,0.8233101989971631,0.1354202516871418,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
8865-TNMNX,0,1,1,0.1267605633802817,1,0,0,1,0,0,0,0,0,0.3177045713866993,0.05686154214487722,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
9489-DEDVP,0,1,1,0.971830985915493,1,1,1,1,0,0,1,0,1,0.5234012708182856,0.6051514562041429,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
9867-JCZSP,0,1,1,0.22535211267605634,1,0,0,0,0,0,0,0,0,0.01622543939536686,0.04975384937676757,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
4671-VJLCL,0,0,0,0.8732394366197184,1,1,1,1,1,1,1,0,1,0.6348857415025804,0.6037797961962621,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
4080-IIARD,0,1,0,0.16901408450704225,1,1,1,1,0,1,1,0,1,0.5966774487328456,0.11995790250739449,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
3714-NTNFO,0,0,0,0.676056338028169,1,1,0,0,0,0,0,1,1,0.683562059688681,0.4846947682393372,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
5948-UJZLF,0,0,0,0.014084507042253521,1,0,0,1,0,0,0,0,0,0.31456416376178964,0.009726316419518473,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
7760-OYPDY,0,0,0,0.014084507042253521,1,0,0,0,0,0,1,0,1,0.643260161835673,0.015587045544100115,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
7639-LIAYI,0,0,0,0.7183098591549296,1,1,1,0,0,1,1,1,1,0.6338389389609438,0.5234753375530583,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
2954-PIBKO,0,1,1,0.9577464788732395,1,1,1,0,1,1,0,0,1,0.47053774246563873,0.5280891030341119,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
8012-SOUDQ,1,0,0,0.5915492957746479,1,1,0,1,0,0,1,0,1,0.7437532058327838,0.4762154154633468,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
9420-LOJKX,0,0,0,0.19718309859154928,1,0,1,1,0,0,1,1,1,0.8363952307676202,0.1754477846443909,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
6575-SUVOI,1,1,0,0.33802816901408456,1,1,1,0,0,1,1,0,1,0.5265416784431952,0.21609879942340401,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
7495-OOKFY,1,1,0,0.09859154929577466,1,1,0,1,0,0,0,0,1,0.643260161835673,0.07656356771261977,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
4667-QONEA,1,1,1,0.8309859154929577,1,0,1,1,1,1,0,1,1,0.5825456144207518,0.5532777686333776,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
1658-BYGOY,1,0,0,0.23943661971830985,1,1,0,0,0,0,1,1,1,0.7981869379978855,0.21609879942340401,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
8769-KKTPH,0,1,1,0.8732394366197184,1,1,1,0,0,0,1,1,1,0.8421526447466215,0.7845895245078234,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
5067-XJQFU,1,1,1,0.9154929577464789,1,1,0,1,1,1,1,1,1,0.9342712684106397,0.8799822432377161,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
3957-SQXML,0,1,1,0.46478873239436624,1,1,0,0,0,0,0,0,0,0.06019114614410284,0.10910931880870081,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
5954-BDFSG,0,0,0,1.0,1,1,0,0,1,1,1,1,1,0.9243266442650923,0.9768713183398424,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
0434-CSFON,0,1,0,0.647887323943662,1,1,0,0,1,0,1,1,1,0.8510504663505324,0.5845765560859307,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1215-FIGMP,0,0,0,0.8309859154929577,1,1,0,1,0,0,1,0,1,0.7400893969370559,0.6772259548000618,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
0526-SXDJP,0,1,0,1.0,0,0,1,1,1,0,0,0,0,0.2397177820347748,0.36698140029029314,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
0557-ASKVU,0,1,1,0.23943661971830985,1,0,0,0,1,1,0,0,1,0.36847449465607296,0.11696518976292727,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
5698-BQJOH,0,0,0,0.11267605633802817,1,1,0,0,0,0,1,1,0,0.7871955113107015,0.10449555332764718,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
5122-CYFXA,0,0,0,0.02816901408450704,1,0,0,1,0,1,1,1,1,0.5872562258581163,0.02805668197938021,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
8627-ZYGSZ,0,1,0,0.647887323943662,1,1,0,1,0,0,0,0,1,0.6249411173570331,0.4527724989650202,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
3410-YOQBQ,0,0,0,0.4225352112676057,1,0,0,1,1,1,1,1,0,0.6280815249819427,0.30899759086624073,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
3170-NMYVV,0,1,1,0.6901408450704226,1,0,0,0,0,0,0,0,0,0.00994462414554742,0.11359838792540164,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
7410-OIEDU,0,0,0,0.1267605633802817,1,0,1,0,1,0,0,0,1,0.6348857415025804,0.1082364442582312,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2273-QCKXA,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0.3124705586785165,0.0037408909305840276,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
0731-EBJQB,0,1,1,0.7183098591549296,1,0,0,0,0,0,0,0,1,0.012561630499638848,0.13354980622184978,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1891-QRQSA,1,1,1,0.8873239436619719,1,1,1,0,1,1,1,1,1,0.9672455484721917,0.8828502596178306,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
8028-PNXHQ,0,1,1,0.8591549295774649,1,1,0,0,0,0,0,0,1,0.05286352835264688,0.17519839191568531,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
5630-AHZIL,0,0,1,0.02816901408450704,1,0,1,0,0,1,0,1,1,0.47420155136136677,0.019702025567742545,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
2673-CXQEU,1,0,0,0.7746478873239437,1,1,1,1,1,0,1,1,0,0.9557307205141895,0.7631417498391416,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
6416-JNVRK,0,0,0,0.6338028169014085,1,0,0,0,0,0,0,1,0,0.3815595264265301,0.3328145964576257,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
5590-ZSKRV,0,1,1,0.09859154929577466,1,0,1,1,0,0,0,0,0,0.3710915010101644,0.057734416695346825,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
0191-ZHSKZ,1,0,0,0.4084507042253521,1,0,1,1,0,0,1,1,1,0.5814988118791152,0.26086479422605957,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
3887-PBQAO,0,1,1,0.619718309859155,1,1,0,0,0,0,0,0,1,0.07013577028965026,0.1492615481303027,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
5919-TMRGD,0,0,1,0.0,1,0,0,0,0,0,1,0,1,0.6296517287943975,0.007481781861168055,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
8108-UXRQN,0,1,1,0.14084507042253522,0,0,1,0,0,0,1,1,0,0.328172596803065,0.0680842149366293,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
9191-MYQKX,0,1,0,0.08450704225352114,1,0,0,0,1,0,0,0,1,0.5856860220456616,0.05948016579628604,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
9919-YLNNG,0,0,0,0.5774647887323944,1,0,0,1,1,1,1,1,1,0.8855949502245392,0.5371919376318663,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
0318-ZOPWS,0,1,0,0.676056338028169,1,0,0,0,0,0,0,0,1,0.00994462414554742,0.11896033159257208,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
4445-ZJNMU,0,0,0,0.11267605633802817,1,1,0,1,0,0,1,1,1,0.8384888358508934,0.11210203155316803,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
4808-YNLEU,0,1,0,0.47887323943661975,1,0,1,0,0,0,1,0,1,0.4496016916329073,0.2738332161187509,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
1862-QRWPE,0,1,1,0.6619718309859155,1,0,0,0,0,0,0,0,0,0.015178636853730276,0.12943482619820737,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2796-NNUFI,0,1,1,0.6338028169014085,1,0,0,0,0,0,0,0,1,0.007851019062274284,0.11322429883234324,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3016-KSVCP,0,1,0,0.3943661971830986,0,0,0,0,0,0,1,0,0,0.15230976980812108,0.1234494007092729,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
4767-HZZHQ,0,1,1,0.4084507042253521,1,0,0,1,1,0,0,0,0,0.657915397418585,0.3181004254639952,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
2424-WVHPL,1,0,0,0.0,1,0,0,0,0,1,0,0,0,0.580975410608297,0.006858300039404051,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
7233-PAHHL,0,1,1,0.9154929577464789,1,1,1,0,1,1,1,1,1,0.6783280469804981,0.7101457949892013,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
6067-NGCEU,0,0,0,0.9014084507042254,1,1,1,1,1,0,1,1,1,0.9614881344931906,0.8838478305326529,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
9848-JQJTX,0,0,0,1.0,1,1,0,1,1,0,1,1,1,0.8552376765170787,0.9277409507848389,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
8637-XJIVR,0,0,0,0.15492957746478872,1,1,1,0,0,0,0,0,1,0.6254645186278512,0.11322429883234324,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
9803-FTJCG,0,1,1,0.9859154929577465,1,1,1,1,0,1,0,0,1,0.4988014110898261,0.5896891070243956,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0278-YXOOG,0,0,0,0.056338028169014086,1,0,0,0,0,0,0,0,0,0.019365847020276578,0.011721458249163288,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3212-KXOCR,0,0,0,0.7183098591549296,1,0,0,0,0,0,0,0,0,0.018842445749458286,0.13566964441584742,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
4598-XLKNJ,1,1,0,0.33802816901408456,1,0,0,1,1,0,1,1,1,0.830114415517801,0.3111174290602383,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
6380-ARCEH,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.010468025416365712,0.00012469636435280106,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3679-XASPY,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0.002617006354091428,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7123-WQUHX,0,0,0,0.5211267605633804,1,1,0,0,1,1,1,0,0,0.7934763265605209,0.4471611625691442,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
5386-THSLQ,1,1,0,0.9154929577464789,0,0,0,1,1,0,1,0,0,0.27583246972123643,0.3750866639732252,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
3192-NQECA,0,1,0,0.943661971830986,1,1,0,1,1,1,1,1,1,0.9504967078060066,0.9466947981664646,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
6180-YBIQI,0,0,0,0.056338028169014086,0,0,0,0,0,0,0,0,0,0.05338692962346517,0.010100405512576875,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
6728-DKUCO,0,1,1,1.0,1,1,1,1,0,0,1,1,1,0.8892587591202673,0.9082883179458019,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
9750-BOOHV,0,0,0,0.4366197183098592,0,0,1,0,0,0,0,0,0,0.11462487830920451,0.11322429883234324,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
8597-CWYHH,0,0,0,0.5915492957746479,1,1,0,0,0,0,1,1,0,0.7866721100398831,0.48656521370462924,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2848-YXSMW,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0.0020936050832731368,0.16759191369016443,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0486-HECZI,0,1,0,0.7605633802816901,1,1,1,1,0,0,1,0,1,0.8117953710391609,0.650790325557268,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
4549-ZDQYY,0,0,0,0.7183098591549296,1,0,1,0,1,1,0,0,0,0.4056359848841713,0.37695710943851723,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
5712-AHQNN,0,0,0,0.5915492957746479,1,0,0,1,1,0,1,0,1,0.7584084414156959,0.49068019372827165,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
4846-WHAFZ,1,1,0,0.5070422535211268,1,1,0,0,0,0,0,0,1,0.5998178563577553,0.3552599420411299,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
5256-SKJGO,0,1,1,0.8873239436619719,0,0,0,1,0,1,1,1,1,0.37056809973934624,0.42446642425693437,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3071-VBYPO,0,1,1,0.02816901408450704,1,0,1,1,0,0,1,0,0,0.7395659956662375,0.02855546743679141,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
9560-BBZXK,0,0,0,0.49295774647887325,0,0,1,0,0,0,0,0,0,0.1240461011839337,0.13803887533855064,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
5299-RULOA,0,1,1,0.1267605633802817,1,1,1,0,0,0,1,1,1,0.8484334599964408,0.13030770074867698,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
8402-OOOHJ,0,0,0,0.5633802816901409,1,0,0,0,0,0,0,0,0,0.015178636853730276,0.10175223331188556,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
9445-ZUEQE,0,1,1,0.36619718309859156,1,1,0,1,0,1,0,0,1,0.690889677480137,0.2658526488001716,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
1091-SOZGA,0,1,1,0.7746478873239437,1,1,0,0,1,0,1,1,1,0.8437228485590763,0.6853312184829938,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
2928-HLDBA,0,0,0,0.07042253521126761,1,0,0,0,0,0,0,0,0,0.015702038124548567,0.011596761884810486,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0404-SWRVG,0,0,0,0.02816901408450704,1,1,0,0,0,0,0,0,1,0.5778350029833873,0.026186236514088197,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
6497-TILVL,0,1,1,0.08450704225352114,1,0,1,0,0,0,0,0,0,0.32974280061551997,0.0412744966007771,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
7219-TLZHO,0,1,1,0.04225352112676056,1,0,0,0,0,0,0,0,0,0.01727224193700344,0.00536194366717044,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
4622-YNKIJ,0,0,0,0.4507042253521127,1,0,1,0,0,1,1,0,1,0.7301447727915084,0.3750866639732252,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
4412-YLTKF,1,0,0,0.36619718309859156,1,1,0,0,1,0,0,0,1,0.6160432957531221,0.2638575069705268,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
6734-PSBAW,0,1,0,1.0,1,1,0,0,0,0,0,0,1,0.04553591056119086,0.21248260485717277,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
3930-ZGWVE,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.005757413979001147,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2639-UGMAZ,1,0,0,0.9859154929577465,0,0,1,1,0,0,1,1,1,0.3899339467596228,0.4945457810232085,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
2876-GZYZC,0,0,0,0.16901408450704225,1,1,0,0,0,0,0,1,1,0.6987406965424112,0.1491368517659499,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
6207-WIOLX,0,1,1,0.33802816901408456,0,0,1,1,1,0,1,1,1,0.4124402014048091,0.18492470833520377,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
8587-XYZSF,0,0,0,0.9295774647887325,1,0,0,0,0,1,0,0,0,0.328172596803065,0.4041409168674278,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
3091-FYHKI,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0.17010541301594287,0.0019951418296448153,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
2372-HWUHI,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.26327083922159766,0.007731174589873657,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
7799-LGRDP,0,0,0,0.5915492957746479,1,1,0,0,0,0,0,0,1,0.0680421652063771,0.1457700499284243,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
7850-VWJUU,0,0,0,0.3098591549295775,1,0,1,0,0,0,0,0,1,0.5841158182332067,0.21934090489657684,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
3774-VBNXY,0,1,1,0.8873239436619719,1,0,0,0,0,0,0,0,0,0.010468025416365712,0.15686802635582356,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6217-KDYWC,0,0,1,0.7887323943661972,1,0,0,0,0,0,0,0,1,0.004187210166546301,0.14352551537007385,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0390-DCFDQ,1,1,0,0.0,1,0,0,0,0,0,0,0,1,0.5364863025887427,0.006359514581992848,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
3146-MSEGF,1,1,1,1.0,1,1,1,1,1,1,1,1,1,0.7207235499167792,0.7988049100440427,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
4080-OGPJL,0,0,0,0.09859154929577466,1,1,1,0,0,1,0,1,0,0.5438139203801987,0.06783482220792371,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
1095-WGNGG,0,1,0,0.8450704225352113,1,1,0,1,0,0,1,1,1,0.8568078803295335,0.7421927606278711,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
2636-SJDOU,0,0,0,0.8873239436619719,1,1,1,1,0,0,0,0,1,0.6814684546054077,0.6571498401392608,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
1131-QQZEB,1,1,0,0.9859154929577465,1,1,0,0,0,0,0,0,0,0.04972312072773713,0.2165975848808152,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
5716-EZXZN,0,1,1,0.9014084507042254,1,1,1,1,0,1,1,0,1,0.835871829496802,0.7976826427648676,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
6837-BJYDQ,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,0,0.004187210166546301,0.005237247302817639,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
